,Tweet
214,"@FCBayern Vielleicht brauchen wir auch mal ein paar Wochen so richtig auf die Fresse, damit der Vorstand mal vom Festgeldkonto heruntersteigt und EINE ABWEHR KAUFT, DIE DEN NAMEN VERDIENT HAT!

#fcbsgf"
215,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
216,"Warum genau hat man den sabitza geholt ?? Naja ehr sehr schwach die ganze Mannschaft 

Da kommt auch einfach zu wenig. Meine fresse  #FCBSGF"
217,Ach halt doch die Fresse #FCBSGF
218,Meine fresse... #FCBSGF
219,"@FCBayern Peinlich wirklich, ich schalt aus. Meine fresse diese Drecks Millionäre"
220,"@ZDFheute Shithole Germany 🤡🤡🤡das spiegelt perfekt dar , in welch kaputter Gesellschaft wir sind …. Meine Fresse!!!! Wir haben viel größere Probleme und ihr geilt euch an sowas auf!!!! F*ickt euch !!!!!!"
221,Kann sandro Wagner mal die Fresse halten der Typ ist so nervig
222,"Ich muss meine Haltung zum Thema Gewalt überdenken, denn der Böller-Typ hat Schmerzen verdient. Meine Fresse. #RWESCP"
223,@AnAudretsch Bullshit ohne Ende aus einer grünen Fresse!🤮🤮🤮
224,"@myroclys231 @Rene_Springer Meine Fresse. Wat'n satanistischer scheiß Dreck.
Alles daran ist widerlich.
Vertritt das heutige Deutschland aber ziemlich passend."
225,"@frankschellhase @Manu90080865 @AnAudretsch Hat man dir in dein dummes Hirn geschissen? Du Trottel. Hier ging es um scheiß Spritpreise, du Hirnakrobat. Meine Fresse. Darauf kann man doch mal antworten. Da muss man nicht die Meinung der AfD vertreten. Nochmal: ES GING UM SCHEIß SPRITPREISE. OB DU DUMM BIST, HAB ICH GEFRAGT."
226,@scryptoxx @tantechantii hoffe du hältst deine fette fresse weil du 10 bist wrden dafür sorgen das du banned wirst kleiner
227,RT @ghostegirle: Ich würde gerne mal nem Haider in die Fresse boxen
228,@sikikcocuk fresse
229,Hab Fresse voll von den kleinen Bastarden grad. Ich geh jetzt mit Wasserpistole auf den Dachstuhl.
230,@IngeHannemann Das kann doch bitte nicht euer Ernst sein?? Wie entrückt und lebensfremd kann man bitte sein?! @BMF_Bund meine Fresse
231,@TxkatoPrivat Fresse du bist toll
232,@cm_wrld999 @4TheDream_ hä mach mich einmal wütend und ich bring dich dazu dir selber in die fresse zu boxen
233,"@JK_Hilgenberg @Kulturhooligan Ach, ne, ich meinte ""Wenn der Wind weht"".
Aber dass die Wolke auch noch verfilmt wurde ... meine Fresse."
234,2 mal gefickt und große fresse haben weil er mich lucky fickt nuttensohn @ydaiichiRL https://t.co/0VxwVpRDsg
235,Versteh fußball bis heute nicht. Es rennen doch nur 22 Menschen einen Ball hinterher wie ein Hund und man darf denn anderen nicht den Fuß stellen oder in die fresse Boxen weil man dann eine random karte bekommt die entscheidet ob man raus ist oder nur halb
236,"@ChrisFCNGoat Fresse, hab Hunger"
237,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
238,RT @NutteMitE: kennt ihr das wenn ihr allein Zuhause seid und so richtig auf die Fresse fliegt und es einfach noch peinlicher ist als hätte…
239,@ChrisFCNGoat Fresse du Hodenkobold 🖕🖕🖕🖕🖕🖕🤣🤣
240,"meine fresse, als obs keine anderen probleme gibt. und sowas ist dann gegen die #legalisierung von #cannabis. https://t.co/GTA8vqYJJq https://t.co/o0fleJnwhA"
241,@miitcheelive @DI0NYO @tschougl @Vexal6 halt deine fresse
242,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
243,"@AnselmSchindler @PolizeiMuenchen Die haben einfach Bock drauf. Typisch Bayern, immer auf die Fresse."
244,@Zugzwang74 Fresse.
245,"RT @Heidi6611: @AnAudretsch Sie sind schon eine verdammt hohle Nuss Herr Audretsch🤨Meine Fresse,soviel Blödheit auf einen Haufen erlebt man…"
246,@kingg_innit @lcswrld_ @kbmkiara Halt deine fresse luca gehört mir
247,ES REGNET NICHT ABER ICH DARF WAHRSCHEINLICH TROTZDEM NICHT RAUS MEINE FRESSE
248,"Meine Fresse, viel zu wenig Tempo im Spiel, kann ich nach den letzten beiden Spielen nicht nachvollziehen.
Mir fehlt die „Geilheit“ auf Tore! #FCBSGF"
249,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
250,halt mein schwanz oder die fresse
251,"@Bernorb7 @pheezy__ @AndiErnst Hälst du jetzt endlich deine ahnunglose Fresse? Ihr kriegt mehr vom Schiri geschenkt als wir und dazu spielt ihr komplett scheiße also bleib ruhig optimistisch aber jeder weiß, dass ihr nicht aufsteigt, vor allen Dingen mit Grammozis 🤣 https://t.co/otoDeclADA"
252,"RT @Nataliezrvcc: Jeder der sagt Geld macht nicht glücklich

Bitte halt deine fresse, wenn ich shoppe bin ich glücklich ok"
253,@tazgezwitscher Meine Fresse linkes Geschreibsel ....alter ...😂😂😂
254,@axueefnr @Trixfnr Halt die fresse einfach
255,@JOOLOr6s @zCrxticxl joolo manchmal tut es echt gut die fresse zu halten es tut mir ehrlich leid aber keiner kann sich mehr den scheiss geben
256,Fresse halten du Alien https://t.co/vhayKYLOXk
257,"Ich schmunzele mittlerweile so übertrieben garstig, wenn ich junge Menschen draußen mit FFP2 rumrennen sehe. Nur noch eine Frage der Zeit, bis ich auf die Fresse bekomme lol."
258,@Beccy017 @Hollaender420 @sellll_____ @Striveflash junge halt die fresse kannst auch gerne sagen dass deutschrap kacke ist und nur capi auflisten es juckt rr niemanden
259,"RT @NrwAlfred: @Max_Gedanken @argonerd Jesus hätte eine Peitsche genommen und den Pfaffen in die Fresse gehauen, das hätte Jesus gemacht."
260,"Ich klatsch alle 4 gleich weg junge schrei doch nicht hier rum, setzten die sich vor meine fresse ich werd bhd"
261,"@Perowinger94 Google doch mal was die Baukosten für 1m2 Parkplatz vs Wohnfläche sind. Danach vergleich mal die Anzahl der Parkausweise, mit der der Parkplätze.
Und: So lange Ihr Rädchentrampler Euch nicht an den Kosten der Infrastruktur beteiligt, haltet doch einfach die Fresse."
262,"@andrewc702 @Alissa_Moen @FrankLuntz Well … who owns Politico now? 
""Halt die Fresse Bild""-Springer"
263,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
264,@erengesperrt eren mit deinem musikgeschmack solltest du rr fresse halten
265,"Bade ru7 3a lebnen, ma3ash ile 5ile2 wallah. Meine Fresse waynik ya sour bas bide yeke?"
266,"@dialektikka Die Aktion kommt vom BMI -
Reale Aussage der Münze -„Fresse halten ihr Deppen! Wer krank ist zahlt keine Steuern. Wer alt ist will auch noch Rente😤. Ich (@c_lindner ) will aber die Kohle aus der Rentenkasse an der Börse verzocken! 
Also aus dem Weg mit euch und geht sterben!“"
267,"@UlrichHolberg @binnenfuchs @fra_lesi @Puettmann_Bonn Ein Referendum? Das gab's beim Anschluss von Österreich auch. 99,73%, und Deutsch waren sie ja auch. Meine Fresse, das ist doch lächerlich. Es gab nicht mal ne Möglichkeit, für die Zugehörigkeit zur Ukraine zu stimmen!"
268,@Fatalys @RudiKolumna @drouuul NATÜRLICH TUT ES DAS. meine fresse
269,"RT @Nataliezrvcc: Jeder der sagt Geld macht nicht glücklich

Bitte halt deine fresse, wenn ich shoppe bin ich glücklich ok"
270,@sIeepboycarti nur mal angenommen du hältst deine fresse mit deinen tweets immer wenn du gesperrt wirst dann wäre die welt ein besserer ort
271,"@StBrandner Meine Fresse, stelle mir das gerade bei Gericht vor. ""Schulligung, Herr Richter, ich meinte Abs.6....äh abs.4....oder war es 4711?.....ach egal, Prost!"
272,"@Max_Gedanken @argonerd Jesus hätte eine Peitsche genommen und den Pfaffen in die Fresse gehauen, das hätte Jesus gemacht."
273,"Ich hätte Bock Bulle zu sein für genau einen grund, auf Demos querdenkern die Fresse polieren"
274,"@ZDFheute Meine fresse. Gibt es zur Zeit keine anderen Themen?! Wenigstens sitzt dort Kompetenz, anstatt Quote ☝🏼 https://t.co/wAvJyqqfOy"
275,Junge bitte Hensel halt die Fresse jetzt mal ehrlich du machst hier alles kur noch schlimmer versuch doch hier nicht irgendwas mit dem Elfer zu rechtfertigen wir haben hier noch viel zu niedrig verloren jetzt raff dich mal und mach dich selber verantwortlich für die Mannschaft
276,"Jeder der sagt Geld macht nicht glücklich

Bitte halt deine fresse, wenn ich shoppe bin ich glücklich ok"
277,"@ElToroDali @Thyrala @tagesschau Im Ernst jetzt? Bei Baerbock ist es so, dass sie sagen und machen kann was sie will. Leute wie Du finden es immer schlecht und posaunen es bei jeder Gelegenheit Gelegenheit raus. Manchmal einfach mal die Fresse halten."
278,"@KonProg @ProfAlkas @SteffiSt3 Dafür, dass Herr Alkas für dich völlig unbedeutend ist, schreibst du hier ziemlich aufgebracht recht viel beleidigenden Dreck in seine TL.
Übrigens: Eine große Fresse verhält sich meist reziprok proportional zur Intelligenz. Dafür bist du ein Paradebeispiel."
279,"@alksxan @bzberlin Dein primitives Klischeedenken ist das Problem. Marzahn = deutsche Hartz IV Empfänger...

Wenn man keine Ahnung hat, einfach mal die Fresse halten.👋"
280,"Hernandez ist unser schlechtester Verteidiger, meine fresse.  #FCBSGF"
281,RT @Emil781: So nochmal an die ganz schwachmatten...Liebe mein land meine Kultur und bin kein NAZI Und wer das von mir denkt soll die fress…
282,"Der Kinderimpftag im Impfzentrum https://t.co/TO1RJ3KmRl via @YouTube 
diesen Geldgierigen Ärzten sollte man mal richtig auf die Finger Klopfen und wenn sie das nicht verstehen in die Fresse"
283,"@yaenkidu @Nime989 FRESSE ON DEEZ NUTS

PLAY XENOBLADE"
284,@Nime989 @HeavensHero FRESSE
285,@b1rdamlaumut fresse
286,"@AnAudretsch Sie sind offensichtlich arrogant und minder intelligent. Meine Verachtung. So funktioniert Faschismus. Sie sprechen nicht mit Vertretern einer Partei, die mindestens 10 % der Stimmen in D hat. Diese Millionen Menschen werden von Ihnen ausgeschlossen aus dem Diskurs. Meine Fresse"
287,"ansich juckt es mich auch kaum wer mit wem interagiert und mit wem Mutural ist.
Aber wenn man anhand von manchen favs und follows von anderen, immer ausmacht wer Faschistoid ist, aber selbst problematische Muturals hat.
Sollte die Fresse nicht so weit aufreißen.
(2)"
288,"Sky Moderatoren haben herausgefunden, dass man Fernandes ,,Fernansch"" auspricht und können seitdem nicht mehr die Fresse halten"
289,"@mathieuvonrohr komplett unterirdische Interpretation dessen, was #Martenstein geschrieben hat. Wenn Sie wchon zu blöd sind seinen Text zu verstehen, dann halten Sie doch bitte ganz einfach ihre sackblöde Fresse, danke."
290,"@AnAudretsch Was für eine abgehobene und bürgerferne Arroganz. 
Ihnen würde man einfach gerne in die Fresse hauen."
291,@Tipico_de wielange braucht ihr für paysafecard verifizierung meine fresse ich will meinen scheiss schein machen
292,@MartinaEngel12 @juliusboemmes Halt einfach die Fresse https://t.co/kBVYvKs07J
293,"RT @Celuiell: Ha. Ha. 1000€ Fixkosten und 300€ Freizeit?
Junge, ich hab knapp 150-200€ im Monat für alles. 
Aber ""Es ist so einfach Vermöge…"
294,"@Tagesspiegel Dieser Fatzke soll doch seine dumme Fresse halten! Was geht den an, das hier drüben abläuft?"
295,"RT @HSB_Forum: Worauf der Preuße von der @polizeiberlin offensichtlich Wert legt, statt die Fresse zu halten. Wahrscheinlich hat er noch pe…"
296,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
297,"RT @FrankoniaOliver: @berlinerzeitung Dann braucht es doch keine Pflicht! 
Nur komisch dass in Schweden keiner freiwillig sich einen Lappen…"
298,@Duman144754211 @c_lindner Ich frage mich nur warum sie alle den Nawalny als guten Kritiker schützend vor ihm stellen! Und bei Julian Assange halten sie die Fresse! Und Lindner ist eh ein Typ ohne Eier!
299,RT @uwuemmel: mies auf fresse kriegen https://t.co/488U7ACnHL
300,"Jetzt ma ehrlich, Stolze, Kaiser und vor allem Dabro haben mir heute gepflegt die Fresse poliert und ich habe jede Sekunde davon genossen"
301,@jreichelt Erzähl doch nicht immer so eine scheisse! Die Frage spielt da überhaupt keine Rolle. Einzig und allein von wem die Frage kommt du Hampelmann. Irgendwann ist auch mal gut. Meine fresse.
302,RT @rainerschund: Habe mir gerade beim T-Shirt Anziehen selber in die Fresse gehauen. Wie läuft euer Sonntag so?
303,"RT @Pragmatic_1984: @berlinerzeitung Ach gott - diese,wir befragen die üblichen 1000 Leute Online und per Telefon mit einem ""gesteuerten""Fr…"
304,@gfxVanilla @spexmenfn @97Smelo Du bist selber maximal 17 oder so also halt deine Hässliche nutten fresse du missgebildetr hs
305,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
306,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
307,"Große Liebe für die Spielweise 💚💚💚 (Wahrscheinlich bekommen wir am Freitag voll auf die Fresse, aber jetzt gerade 💚)"
308,@kurdishmashup @pvminemy @mastmobil ne alaka ich sag halt deine fresse und dann hält sienauch die fresse
309,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
310,mies auf fresse kriegen https://t.co/488U7ACnHL
311,"@hellokittyh0re Ja, hasse meine hack fresse"
312,@Shiva_2424 schüchtern sie soll auch mal die fresse halten können so
313,"RT @Dok_Wu: Wenn du für Hackepeter im Kopf und das Recht auf Ansteckung anderer demonstrieren gehst, bekommst du im Zweifelsfall von Polizi…"
314,"RT @Schommertz42: #FreedomDay wäre für mich, wenn die ganzen #Querdeppen, #noafd Hirnis und Kubiki Abartigen mal die Fresse halten würden."
315,"Meine Fresse, die ganze #transfrauen-Debatte lässt echt tief blicken.
Ich in ja tendenziell pessimistisch in meinem Menschenbild, aber die Menge an Müll, die hier auf Twitter ausgekotzt wird wegen einer klar zu verurteilenden #fckafd-Rede lässt sogar mich verzweifeln."
316,"RT @Schommertz42: #FreedomDay wäre für mich, wenn die ganzen #Querdeppen, #noafd Hirnis und Kubiki Abartigen mal die Fresse halten würden."
317,"@janboehm Fresse halten, Twitter-Profil löschen."
318,"@Coliban @spdbt @SvenjaSchulze68 Hey.. ähhmmm... wie wärs mit... halt die fresse du opfer?!

Btw. Bock auf schwanz fotos?"
319,"Das wird heute nix. Meine Fresse. Einfach nur schwach.

#fcsp #fcsph96"
320,"@immereinfachso Grün. Ungeimpft und noch von rechts!
Meine Fresse."
321,"RT @Scurrows: Oha
@Standartskilll @LeonMachere 
Leon ging so weit, dass er Freund mit Waffe eingeschmuggelt hat, um nicht auf die Fresse zu…"
322,"@Youreaboldone1 Würde diese Fresse sofort an die Front schicken, wie kann man so eine Aussage tätigen, junge."
323,@godkingRichter Ja dir würde ich auch gerne mal in die Fresse hauen UwU
324,"Worauf der Preuße von der @polizeiberlin offensichtlich Wert legt, statt die Fresse zu halten. Wahrscheinlich hat er noch persönlich die Ludendorff-Brücke verteidigt (oder hätte es gern). https://t.co/UNkZLg7Cwv"
325,@FlXIHARTMANN amk wos steffi fett und du bist auch nicht fett halt deine fresse
326,@liliya0o4 @perserrr @Cataleyaaa63 @keinplanamk12 Halt die fresse was für franzosen ihr hängt uns allen an den eiern
327,RT @FranziSomme: @Karl_Lauterbach Halten Sie bitte endlich Ihre widerliche verlogene hetzende Fresse. Lassen Sie sich einweisen
328,Ich weiß doch wie sehr du meine Socken in deiner hässlichen fresse haben willst 😉 https://t.co/jqpfSc3sNX
329,"RT @LowerClassMag: Deutscher Kampf gegen Antisemitismus besteht darin, jüdische Linke im Internet zu diffamieren mit dem Ziel, ihnen den Mu…"
330,"@pp_yeehaw Nein Digga aber das ist so nervig einfach wenn man das nicht feiert hält man die fresse
Muss nicht jeder feiern ja aber es gibt so eklige Menschen die andere so runtermachend deswegen und das nervt an der ganzen Geschichten"
331,"3:0 und ich sitze hier zu Hause… Ich hoffe, meine T-Zellen polieren diesem Drecksvirus gerade so richtig schön die Fresse. 👊 #stpH96"
332,@MiaTin77 @FCBayern halt die fresse du Solidaritätsverweigerer
333,@Emiroviccccc @dingsdieloste Die sagt doch nein halt einfach deine Fresse emir
334,Habe mir gerade beim T-Shirt Anziehen selber in die Fresse gehauen. Wie läuft euer Sonntag so?
335,"@nilamxm Wie cool wäre es, wenn influencer einfach 24/7 die fresse halten?"
336,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
337,"RT @Heidi6611: @AnAudretsch Sie sind schon eine verdammt hohle Nuss Herr Audretsch🤨Meine Fresse,soviel Blödheit auf einen Haufen erlebt man…"
338,@AliCologne Aber auf die Fresse 🤣
339,@rappelkistenkid @eduardt_s @besserossi @StBrandner Wer bist denn du mir irgendwas zu befehlen? Halt selber deine Fresse.
340,"@AnikaK46696813 @53raver @NancyFaeser Meine Fresse, willst du jetzt wirklich das eine Stadt wie Berlin mehrere Tage lahm gelegt wird! Du hast wirklich keine Ahnung, oder?
Und schon selber eine Demo angemeldet?"
341,"@Karl_Lauterbach Meine Fresse.. Geh in ne Gummizelle, da bist sicher, und vor allem, wir sind es auch!!!
#esreicht
#WirWerdenVerarscht"
342,Ich würde gerne mal nem Haider in die Fresse boxen
343,ich check sie einfach nicht meine fresse man
344,"RT @Pragmatic_1984: @berlinerzeitung Ach gott - diese,wir befragen die üblichen 1000 Leute Online und per Telefon mit einem ""gesteuerten""Fr…"
345,Was gelb? Klare rote Karte meine Fresse #f95aue
346,@noodlebirdy Mir wurde mein Fangen aus Versehen in die Ferse getreten und ich hab mich mies auf die fresse gepackt. Mein ganzes Knie war offen und ich konnte es nicht mehr beugen für ein paar Tage. Und deine?
347,RT @Licht_Blick: bzw. nie richtig mitgearbeitet hat in der Pandemie. Ich wurde von allen (!) Seiten im Büro als überängstlich angesprochen.…
348,Hab im völlig überfüllten ICE den gefühlt einzigen freien Platz gefunden. Im Ruheabteil. Und wirklich alle hier halten die Fresse. Der Sitznachbar schlummert. Höre nur seine tiefen Atemzüge und das Rattern des Zuges auf den Schienen. So macht Reisen Freude!
349,@h96_fabi @RedRevo96 Geballte Faust in die Fresse
350,"@ZuddXx @Randallationsl1 Und genau deshalb wird es nicht bei 2 Jahren bleiben. Oh Junge, ich wär so gern dabei, wenn er im Knast dank kurzer Zündschnur seinen Mithäftling Beinbrech-Ronny nen Huso nennt u der ihm als Antwort erstmal die restliche Zuckerstumpen aus der Fresse drischt... das wär großartig!"
351,"RT @Pragmatic_1984: @berlinerzeitung Ach gott - diese,wir befragen die üblichen 1000 Leute Online und per Telefon mit einem ""gesteuerten""Fr…"
352,@db11fs Für differenzierte Meinung bekommt man hier irgendwie immer von beiden Seiten auf die Fresse 😐
353,"RT @Celuiell: Ha. Ha. 1000€ Fixkosten und 300€ Freizeit?
Junge, ich hab knapp 150-200€ im Monat für alles. 
Aber ""Es ist so einfach Vermöge…"
354,Meine Fresse
355,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
356,RT @Paddy87FCB: Ist Matthäus neuerdings ein Berater von Süle oder irgendwie mit ihm verbandelt ?! Meine fresse wie er auf dem Süle Transfer…
357,Mir fehled definitiv es paar grillz ide fresse
358,"RT @FrankoniaOliver: @berlinerzeitung Dann braucht es doch keine Pflicht! 
Nur komisch dass in Schweden keiner freiwillig sich einen Lappen…"
359,"RT @Pragmatic_1984: @berlinerzeitung Ach gott - diese,wir befragen die üblichen 1000 Leute Online und per Telefon mit einem ""gesteuerten""Fr…"
360,@Karl_Lauterbach Halten Sie bitte endlich Ihre widerliche verlogene hetzende Fresse. Lassen Sie sich einweisen
361,"@MichaWindisch @janoschdahmen Immer wieder dasselbe es wäre keine Impfpflicht sondern ein Impfzwang.
Meine Fresse, geht das nicht in eure Birne?"
362,"RT @Celuiell: Ha. Ha. 1000€ Fixkosten und 300€ Freizeit?
Junge, ich hab knapp 150-200€ im Monat für alles. 
Aber ""Es ist so einfach Vermöge…"
363,"schwurblerine zu mir:
""warum trägst du eine maske? willst du dein gesicht nicht zeigen?""

""nein. bin so hässlich, meine fresse willst du garantiert nicht sehen. ich schwör 🤞'"
364,RT @LiveFastnFree: Alle die jetzt wegen #Polizeiproblem rumheulen. Wenn kein Abstandsholz dazwischen passt gibt's mit dem Schlagstock in di…
365,"@Blajack_fcn @LuedtkeTjorven Ich will ehrlich nicht wissen wer dir in dein Hirn geschissen hat! Wie kann man so uneinsichtig sein und so viel scheiße labern wie du? Ich würde sagen hoffe ihr steigt ab, aber gibt zu viele die besser sind als du. Also halt deine Fresse und verpiss dich von meinem Account."
366,"Ha. Ha. 1000€ Fixkosten und 300€ Freizeit?
Junge, ich hab knapp 150-200€ im Monat für alles. 
Aber ""Es ist so einfach Vermögen aufzubauen"".
Ja, meine Fresse, wenn du das Geld hast, ja. Aber viele Menschen leben in Armut. https://t.co/AlC2f41EMh"
367,@GamerBr0ski In meinen Augen verdient. Seit Jahren haben die ne große Fresse das sie langfristig immer champions league spielen werden und kriegen es nicht mal hin sich in der Bundesliga zu etablieren
368,@AmarCoDTV Fresse
369,@miitcheelive @DI0NYO @tschougl @Vexal6 ich querschnittsgelähmter habe deine mutter ebenfalls querschnittsgelähmt gefickt du hurensohn was gehst du mir so auf die eier meine fresse
370,es ist so scheiß windig aber nicht so windig das schule zu macht meine fresse
371,RT @fusillilunghi: es kostet 0€ einfach mal die fresse zu halten
372,@Karl_Lauterbach Halt doch einfach mal die Fresse. Unglaublich wie man jeden Tag so viel Müll verzapfen kann.
373,"RT @LafleurMadame: Die Worte zum Sonntag lauten für dich:

Fresse halten und melken lassen 🔥

Es ist so einfach Zahlfötzchen: Einfach brav…"
374,"#FreedomDay wäre für mich, wenn die ganzen #Querdeppen, #noafd Hirnis und Kubiki Abartigen mal die Fresse halten würden."
375,@Karl_Lauterbach Halte deine Hässliche fresse endlich. Wir haben von ihnen die Schnauze voll #RuecktrittLauterbach
376,"@yangtarex2 @marq_us Neee, du FRESSE!"
377,"RT @Sarah__Dubiel: @CDU boah bitte halt die Fresse einfach nur noch. 
Ihr redet von nulltoleranz gegen terror?
Warum handelt ihr dann polit…"
378,@BMG_Bund @Karl_Lauterbach @tazgezwitscher HALT EINFACH DIE FRESSE.
379,RT @moviedirect2002: @rosenbusch_ Was in Kanada passiert ist weltweit geplant. Wir beobachten die Testphase…. Und die gekauften Journaliste…
380,Also echt. Hoffnung und Vertrauen erwecken sieht völlig anders aus. Der Mann befindet sich auf einem privaten Feldzug! Vielleicht zurücktreten oder einfach mal die Fresse halten!!!! https://t.co/luZM62LYVA
381,@elimakreli fresse hör du auf so ekelhaft schmierig englisch zu reden dann tweet ich nur auf deutsch
382,"RT @mschlenker: @s1rko87 @LVB_direkt Boah, da hat es mich auch mal so richtig auf die Fresse gepackt."
383,"@Karl_Lauterbach Wann hälst du endlich die  Fresse? Alles was du kannst ist Lügen, Lügen uns verarschen und ein Haufen Kohle  dafür einstecken. 
Gib dir ne Kugel du Lappen."
384,Männer die ihre fresse halten sehen soo gut aus
385,@torflusterer Und die Umarmung bekommt er von Watzke? Meine Fresse Matthäus du bist der größte Dummschwätzer unter dem Himmelszelt.
386,"RT @LafleurMadame: Die Worte zum Sonntag lauten für dich:

Fresse halten und melken lassen 🔥

Es ist so einfach Zahlfötzchen: Einfach brav…"
387,"@Karl_Lauterbach Manchmal möchte ich einfach mal sagen „Halt die Fresse!“, aber das lässt meine Erziehung nicht zu. #BerlinHajoRixdorfAlodria !!! https://t.co/mq30n6IGZT"
388,"Oha
@Standartskilll @LeonMachere 
Leon ging so weit, dass er Freund mit Waffe eingeschmuggelt hat, um nicht auf die Fresse zu kriegen 🌚 https://t.co/WAA42gO4gt"
389,"@h3adbeat @Eisbaer_LE Weder deine Freiheit als Person noch dein Recht auf Freizügigkeit wird angegriffen 🤦‍♂️
Kleiderordnung ist eine Spielregel für das Gemeinwohl; in einer Pandemie will niemand deine Viren haben die dir aus der Fresse rotzen.
Zu oft den Kopf gegen die Wand gebangt?"
390,@byRudra Riqaz vs Saz und Komasy get doch mal deine bal up meine fresse
391,@ZDFheute Was für eine Fresse !!!
392,@user37854538 dann halt eben die fresse
393,@NiemaMovassat Souveräne Staaten dürfen eintreten wo sie wollen und kein Land darf ein anderes Land angreifen und besetzen. Meine Fresse wie manche hier Angriff rechtfertigen wollen kotzt mich einfach nur an 🤮
394,"@Luisamneubauer Warum sachliche Argumente bei Ihnen populistisch sind erschließt sich wohl nur Berufsaktivisten. Eine Distanzierung von was? Der Wahrheit, ideologischen Träumen ? Nur die Überschrift posten ist übrigens "" halt die Fresse ......"". https://t.co/cIJfwzQIBs"
395,"RT @LowerClassMag: Deutscher Kampf gegen Antisemitismus besteht darin, jüdische Linke im Internet zu diffamieren mit dem Ziel, ihnen den Mu…"
396,"@helloardita ,,Halt deine fresse,,"
397,"@Schnabelobst Hab 1 Idee wie wärs, wenn du die Fresse hältst und aufhörst, Rassismusbetroffenen vorschreiben zu wollen, wie sie über den Schaden reden, den der strukturelle Rassismus unserer Welt ihnen zufügt?"
398,@tvojeloqka besessen davon dir mal in die fresse zu schlagen
399,"@Dippi_Dipp @Nutzernameneu @grau_toene @HeymannSplinter @AnjoGenow @If_Bund @LobbyistenK @hendrikstreeck @ChanasitJonas @stohr_klaus @schroeder_k @BVKJ @DGPIeV Hahaha 🤣🤣 Klar. Alles Bots.
Meine Fresse, seid ihr realitätsfern..."
400,@aphr0dite711 Halt die Fresse
401,@MooUchiha halt deine fresse wie redest du
402,@tvojeloqka nene machen sich gut in deiner fresse
403,"RT @MuiseLarie: Soooooo geht es zig Familien. Wir wollen ja schon gar nichts mehr außer unsere Ruhe. Meine Fresse. Ruhe, wir sind Todgekämp…"
404,"Nancy F. sollte endlich mal mit ihrem SPD Verein sozialdemokratische Politik für alle machen ! Aber das ist ja mit Arbeit verbunden! Und arbeiten kennen die da oben nicht! Nur die große Fresse, keinen Plan! Bevormunden, drangsalieren und bestrafen, das kann die am besten! https://t.co/ZokOfGtjQo"
405,"RT @Blocher_Perlen: ""Mir wänd eifach jasse""!
Die Schweizer Virenpartei in Aktion. Dichtgedrängt hocken sie an Jasstischen und spreaden ihre…"
406,"RT @Blocher_Perlen: ""Mir wänd eifach jasse""!
Die Schweizer Virenpartei in Aktion. Dichtgedrängt hocken sie an Jasstischen und spreaden ihre…"
407,@Txyrzz @KyziqxXY Junge ich kenn dich so lange und du bist noch nie mit ein anderen raus gegangen als mit Collin also halt deine fresse
408,"@_frau_sein Kein Klugscheissen! Das kann jeder! Fresse aufmachen, Blablabla absondern. 🤷🏻‍♂️ Ich weiß. Zur Genüge erlebt. Fresse halten. Einfach mal die Fresse halten bei einem Thema, von dem man keine Ahnung hat. Das ist Haltung."
409,@Jackisback110 @SebastianRudo18 @StBrandner Die braune Plörre reißt nur die Fresse auf wenn sie GLAUBEN es passt in ihre dreckige Agenda. Als die Jugendliche von Erwachsenen #WichswichtelInnen krankenhausreif geprügelt hat (angeblich wegen ohne Maske) draufstürzen und anschließend wenn Wahrheit bekannt wortlos löschen.
410,"Auf einer Skala von 1-10 wie sehr HALTET DIE FRESSE MAN LÖSCHT TWITTER ICH HAU EUCG KAPUTT IHR DFECKIGEN HORNYGRINDER

WAN SHI TONG WIR SIND IM KRIEG DU EULE"
411,@apmrwest halt die fresse💯💯
